gRPC,HTTP
0.048883914947509766,0.1013028621673584
0.04856586456298828,0.09105610847473145
0.048873186111450195,0.07965278625488281
0.020184993743896484,0.09875679016113281
0.040402889251708984,0.09971284866333008
0.0503542423248291,0.08434200286865234
0.045623064041137695,0.0803840160369873
0.03271198272705078,0.09019231796264648
0.04671311378479004,0.08300185203552246
0.03115081787109375,0.0885779857635498
0.04029417037963867,0.0909888744354248
0.03302812576293945,0.10471224784851074
0.026875972747802734,0.08502602577209473
0.03660392761230469,0.09231710433959961
0.03745889663696289,0.08596491813659668
0.03310585021972656,0.08408999443054199
0.04088282585144043,0.09310221672058105
0.02503228187561035,0.07626199722290039
0.03195595741271973,0.09123897552490234
0.03141212463378906,0.07627296447753906
0.03212380409240723,0.0896921157836914
0.026981830596923828,0.08259201049804688
0.028643131256103516,0.08096981048583984
0.030710935592651367,0.07630014419555664
0.03492903709411621,0.07687187194824219
0.033570051193237305,0.07748889923095703
0.04020214080810547,0.07612419128417969
0.041194915771484375,0.07982587814331055
0.04390883445739746,0.08981800079345703
0.03399825096130371,0.06997227668762207
0.043837785720825195,0.07656693458557129
0.026635169982910156,0.07534313201904297
0.031542062759399414,0.0797433853149414
0.041757822036743164,0.06906771659851074
0.026813030242919922,0.08220958709716797
0.0405430793762207,0.09215426445007324
0.03722429275512695,0.09179401397705078
0.03486895561218262,0.07356595993041992
0.05263924598693848,0.08888125419616699
0.03582310676574707,0.09135794639587402
0.0359187126159668,0.07833099365234375
0.03741598129272461,0.08955907821655273
0.03642916679382324,0.09513401985168457
0.038819074630737305,0.0812528133392334
0.0393679141998291,0.09098124504089355
0.031343698501586914,0.07977581024169922
0.03444409370422363,0.08128690719604492
0.029807090759277344,0.08375072479248047
0.035093069076538086,0.08141493797302246
0.03160881996154785,0.09960007667541504
0.02753591537475586,0.1063389778137207
0.03261303901672363,0.08207201957702637
0.03245902061462402,0.07966995239257812
0.03554701805114746,0.07476186752319336
0.0354619026184082,0.07628417015075684
0.03278207778930664,0.0857858657836914
0.035311222076416016,0.08319616317749023
0.039556026458740234,0.08769416809082031
0.028474092483520508,0.07929491996765137
0.0317230224609375,0.0778048038482666
0.033019065856933594,0.08539175987243652
0.03608822822570801,0.07160592079162598
0.03073406219482422,0.09109902381896973
0.028978824615478516,0.08038902282714844
0.034806013107299805,0.08317017555236816
0.03582119941711426,0.07363724708557129
0.030169010162353516,0.1092081069946289
0.04700112342834473,0.07571792602539062
0.031249046325683594,0.08634805679321289
0.029716968536376953,0.07974672317504883
0.034136056900024414,0.07815790176391602
0.03202199935913086,0.07701802253723145
0.030993938446044922,0.07884621620178223
0.03979802131652832,0.08526778221130371
0.042791128158569336,0.08975601196289062
0.0526731014251709,0.09097504615783691
0.029945850372314453,0.07957816123962402
0.030637025833129883,0.07358169555664062
0.03856086730957031,0.08632016181945801
0.03989076614379883,0.09172201156616211
0.029185056686401367,0.0908207893371582
0.0339808464050293,0.07798194885253906
0.03935885429382324,0.09806394577026367
0.03899192810058594,0.0815589427947998
0.030894041061401367,0.08134603500366211
0.028293848037719727,0.09272122383117676
0.034475088119506836,0.11913657188415527
0.04780220985412598,0.11310386657714844
0.039810895919799805,0.09315872192382812
0.03199267387390137,0.09805583953857422
0.03664207458496094,0.09180688858032227
0.030178070068359375,0.0898587703704834
0.032451629638671875,0.08258414268493652
0.028213024139404297,0.08825802803039551
0.029696941375732422,0.08169984817504883
0.033593177795410156,0.08171963691711426
0.029299259185791016,0.08404088020324707
0.03459572792053223,0.09237384796142578
0.0296170711517334,0.11416792869567871
0.05603218078613281,0.11016392707824707
0.030697107315063477,0.0957341194152832
0.03637504577636719,0.10479998588562012
0.030052661895751953,0.0879201889038086
0.041107892990112305,0.10457992553710938
0.03162693977355957,0.09685897827148438
0.032195091247558594,0.11862492561340332
0.038404226303100586,0.10133790969848633
0.032269954681396484,0.08878588676452637
0.032157182693481445,0.09711909294128418
0.026121854782104492,0.1060330867767334
0.03296804428100586,0.08426213264465332
0.03950905799865723,0.10485124588012695
0.029232025146484375,0.09219193458557129
0.031080961227416992,0.08061385154724121
0.04127907752990723,0.08350801467895508
0.03355288505554199,0.0821530818939209
0.03079676628112793,0.08362007141113281
0.0314481258392334,0.08308291435241699
0.029983043670654297,0.09278416633605957
0.03209686279296875,0.08583498001098633
0.032212018966674805,0.08147501945495605
0.032219886779785156,0.08639407157897949
0.03886914253234863,0.08563709259033203
0.03556990623474121,0.07786798477172852
0.040823936462402344,0.07896184921264648
0.027106046676635742,0.08595991134643555
0.038031816482543945,0.08341407775878906
0.03258919715881348,0.08483409881591797
0.03224778175354004,0.07976913452148438
0.027200698852539062,0.07584810256958008
0.029403209686279297,0.08025884628295898
0.01861882209777832,0.08835911750793457
0.032549142837524414,0.08721208572387695
0.03474569320678711,0.11019110679626465
0.048796892166137695,0.14079880714416504
0.0424041748046875,0.08289575576782227
0.03326988220214844,0.08323502540588379
0.04141807556152344,0.10690879821777344
0.03225398063659668,0.09257674217224121
0.037394046783447266,0.09212803840637207
0.034193992614746094,0.09027290344238281
