gRPC,HTTP
0.6378707885742188,1.1502931118011475
0.031313180923461914,0.08721613883972168
0.031324148178100586,0.09111881256103516
0.03928494453430176,0.08703804016113281
0.04411602020263672,0.07582902908325195
0.04482889175415039,0.07832479476928711
0.038533687591552734,0.07876300811767578
0.03142285346984863,0.09214472770690918
0.028385162353515625,0.07969069480895996
0.039811134338378906,0.08690929412841797
0.03358197212219238,0.09328317642211914
0.02594900131225586,0.09020185470581055
0.03943991661071777,0.11940884590148926
0.041201114654541016,0.09264731407165527
0.037880897521972656,0.09119415283203125
0.04129505157470703,0.08209013938903809
0.025564908981323242,0.07774066925048828
0.03139185905456543,0.07504701614379883
0.03496408462524414,0.07307600975036621
0.03688621520996094,0.07674384117126465
0.0330810546875,0.10744190216064453
0.047348976135253906,0.09119701385498047
0.03434920310974121,0.08595395088195801
0.032295942306518555,0.1010587215423584
0.050726890563964844,0.13270282745361328
0.03647589683532715,0.08006930351257324
0.029454708099365234,0.07754898071289062
0.021672964096069336,0.09878325462341309
0.03193998336791992,0.0879828929901123
0.04142284393310547,0.09494996070861816
0.035964012145996094,0.0930640697479248
0.03850388526916504,0.09097504615783691
0.03744196891784668,0.09105324745178223
0.028861045837402344,0.07944440841674805
0.018311738967895508,0.08745312690734863
0.024682998657226562,0.07719707489013672
0.03259897232055664,0.10229182243347168
0.03817605972290039,0.11058783531188965
0.04011797904968262,0.08761382102966309
0.032366037368774414,0.08705306053161621
0.03218722343444824,0.09189820289611816
0.028145790100097656,0.08722710609436035
0.0428619384765625,0.09012985229492188
0.039774179458618164,0.08723211288452148
0.044867753982543945,0.0806279182434082
0.03688406944274902,0.07622766494750977
0.033718109130859375,0.08808302879333496
0.04073500633239746,0.09739112854003906
0.033905029296875,0.09385895729064941
0.02500295639038086,0.09623432159423828
0.026218175888061523,0.09116196632385254
0.03855109214782715,0.13709306716918945
0.04059791564941406,0.09160804748535156
0.039218902587890625,0.08783793449401855
0.0415041446685791,0.10284805297851562
0.03714919090270996,0.09038901329040527
0.028371810913085938,0.08535504341125488
0.033895254135131836,0.09296584129333496
0.02828693389892578,0.09492015838623047
0.035932064056396484,0.08697700500488281
0.044615745544433594,0.08718585968017578
0.05115389823913574,0.08812117576599121
0.029904842376708984,0.11148190498352051
0.04132819175720215,0.09941411018371582
0.03287792205810547,0.09588313102722168
0.03554201126098633,0.09329676628112793
0.0318911075592041,0.08719611167907715
0.04289412498474121,0.10224390029907227
0.05831480026245117,0.09523296356201172
0.0443878173828125,0.07700014114379883
0.022420167922973633,0.07496786117553711
0.025498151779174805,0.07762384414672852
0.02217698097229004,0.08488798141479492
0.04755568504333496,0.07767009735107422
0.03267383575439453,0.0916299819946289
0.0358281135559082,0.11413216590881348
0.03620100021362305,0.08756899833679199
0.04417586326599121,0.09901905059814453
0.0287017822265625,0.10175514221191406
0.03104114532470703,0.09044718742370605
0.031013011932373047,0.08240485191345215
0.03486990928649902,0.07793712615966797
0.04061484336853027,0.11550283432006836
0.035642147064208984,0.06200718879699707
0.03568100929260254,0.0794980525970459
0.04105401039123535,0.11242818832397461
0.0269010066986084,0.09142827987670898
0.0283200740814209,0.10160303115844727
0.029536008834838867,0.09026479721069336
0.024387121200561523,0.0850520133972168
0.03916597366333008,0.08775091171264648
0.04229307174682617,0.08823323249816895
0.04035806655883789,0.10047125816345215
0.04135394096374512,0.08757495880126953
0.04291725158691406,0.07826519012451172
0.04077720642089844,0.08340096473693848
0.03655695915222168,0.09816598892211914
0.03520512580871582,0.08499312400817871
0.021415233612060547,0.0882880687713623
0.01898479461669922,0.09044194221496582
